vessel-speed,twa,tws
-0.08115526158256656,0.0,4.1152
-0.14070815826050392,1.005586592178771,4.1152
0.127902399099653,2.011173184357542,4.1152
0.19209466979074494,3.016759776536313,4.1152
0.24352262012703454,4.022346368715084,4.1152
0.2882831984480287,5.027932960893855,4.1152
0.3287367392929146,6.033519553072626,4.1152
0.36609833757374544,7.039106145251397,4.1152
0.41994191671598236,8.044692737430168,4.1152
0.5024738167202117,9.050279329608939,4.1152
0.5770896570810642,10.05586592178771,4.1152
0.6381451560802394,11.061452513966481,4.1152
0.6955134723327218,12.067039106145252,4.1152
2.4749113110089453,13.072625698324023,4.1152
0.8017457092545436,14.078212290502794,4.1152
0.849894089711927,15.083798882681565,4.1152
0.8950669066889083,16.089385474860336,4.1152
0.9386516572459053,17.09497206703911,4.1152
0.8282309060456811,18.100558659217878,4.1152
1.3850766484791086,19.106145251396647,4.1152
1.5688722580564889,20.11173184357542,4.1152
1.7376001358503432,21.117318435754193,4.1152
1.8958898332913194,22.122905027932962,4.1152
2.037189852840571,23.12849162011173,4.1152
2.1654880118748783,24.134078212290504,4.1152
2.287327433421467,25.139664804469277,4.1152
2.407815371075176,26.145251396648046,4.1152
2.5250595719844915,27.150837988826815,4.1152
2.634298859824293,28.156424581005588,4.1152
2.7431102475938993,29.16201117318436,4.1152
2.8514467256857396,30.16759776536313,4.1152
2.9546345846627746,31.1731843575419,4.1152
3.0499792672301385,32.17877094972067,4.1152
3.14521769684311,33.184357541899445,4.1152
3.2402598329355183,34.18994413407822,4.1152
3.3350080574138556,35.19553072625698,4.1152
3.396257692587204,36.201117318435756,4.1152
3.4576588690949266,37.20670391061453,4.1152
3.50497090487582,38.212290502793294,4.1152
3.551604616380377,39.21787709497207,4.1152
3.596758454108735,40.22346368715084,4.1152
3.6413023902777444,41.22905027932961,4.1152
3.6852020161534216,42.234636871508386,4.1152
3.7284234403877536,43.24022346368715,4.1152
3.7677980782245606,44.245810055865924,4.1152
3.8065937630076916,45.2513966480447,4.1152
3.8466352377355144,46.25698324022346,4.1152
3.8852642101127923,47.262569832402235,4.1152
3.923012907314062,48.26815642458101,4.1152
3.9599062618972853,49.27374301675978,4.1152
3.9959159513660123,50.27932960893855,4.1152
4.031014504113299,51.28491620111732,4.1152
4.065175236651966,52.29050279329609,4.1152
4.098372313386477,53.296089385474865,4.1152
4.130527010631318,54.30167597765363,4.1152
4.15982512675502,55.3072625698324,4.1152
4.176109776042649,56.312849162011176,4.1152
4.1894671703377515,57.31843575418995,4.1152
4.199799067686362,58.32402234636872,4.1152
4.208952772082579,59.32960893854749,4.1152
4.217321325367183,60.33519553072626,4.1152
4.225469590483467,61.34078212290503,4.1152
4.236918710160325,62.3463687150838,4.1152
4.24705733669584,63.35195530726257,4.1152
4.255886262838518,64.35754189944134,4.1152
4.263407582232254,65.36312849162012,4.1152
4.269624697871659,66.36871508379889,4.1152
4.274449455716462,67.37430167597766,4.1152
4.277806393476895,68.37988826815644,4.1152
4.279876207193639,69.3854748603352,4.1152
4.2806678200091,70.39106145251397,4.1152
4.280191488156393,71.39664804469274,4.1152
4.2784587995957,72.40223463687151,4.1152
4.2754896800046875,73.40782122905028,4.1152
4.271307833011592,74.41340782122906,4.1152
4.26591246810695,75.41899441340783,4.1152
4.2593204293640685,76.42458100558659,4.1152
4.251549858487611,77.43016759776536,4.1152
4.242620185760679,78.43575418994413,4.1152
4.232761109258241,79.44134078212291,4.1152
4.222828273659843,80.44692737430168,4.1152
4.215516872211208,81.45251396648045,4.1152
4.207542805095003,82.45810055865923,4.1152
4.198919831728713,83.463687150838,4.1152
4.189624872073745,84.46927374301677,4.1152
4.179611950868508,85.47486033519553,4.1152
4.1689954322631895,86.4804469273743,4.1152
4.154207688167289,87.48603351955308,4.1152
4.138589646397475,88.49162011173185,4.1152
4.122364807753988,89.49720670391062,4.1152
4.105825496251034,90.5027932960894,4.1152
4.088609519291927,91.50837988826817,4.1152
4.070742501777689,92.51396648044692,4.1152
4.0522506308616615,93.5195530726257,4.1152
4.033591602533133,94.52513966480447,4.1152
4.014654075396896,95.53072625698324,4.1152
3.9951531132416602,96.53631284916202,4.1152
3.9751158053551356,97.54189944134079,4.1152
3.954662536590114,98.54748603351956,4.1152
3.9272202423043954,99.55307262569833,4.1152
3.892380654295956,100.5586592178771,4.1152
3.8572690974892105,101.56424581005587,4.1152
3.8220675466111214,102.56983240223464,4.1152
3.7867679473177143,103.57541899441341,4.1152
3.7561804991421406,104.58100558659218,4.1152
3.720713698434733,105.58659217877096,4.1152
3.6842775161758303,106.59217877094973,4.1152
3.647867472043256,107.5977653631285,4.1152
3.611565503680023,108.60335195530726,4.1152
3.5754755152065045,109.60893854748603,4.1152
3.5382276057325512,110.6145251396648,4.1152
3.4988924692287626,111.62011173184358,4.1152
3.460102912864476,112.62569832402235,4.1152
3.4218376763841274,113.63128491620112,4.1152
3.3842197755069567,114.6368715083799,4.1152
3.347215016670047,115.64245810055867,4.1152
3.28977666392052,116.64804469273744,4.1152
3.2235118405881247,117.6536312849162,4.1152
3.1592803451707403,118.65921787709497,4.1152
3.0970699529053265,119.66480446927375,4.1152
3.0369866043180744,120.67039106145252,4.1152
2.9789059717828144,121.67597765363129,4.1152
2.9229224564434113,122.68156424581007,4.1152
2.860523173768952,123.68715083798884,4.1152
2.799938257472377,124.6927374301676,4.1152
2.741992781538199,125.69832402234637,4.1152
2.686702917014042,126.70391061452514,4.1152
2.634058673909972,127.70949720670392,4.1152
2.584024768980967,128.7150837988827,4.1152
2.5350630861003376,129.72067039106145,4.1152
2.4813749381044294,130.72625698324023,4.1152
2.428593051982448,131.731843575419,4.1152
2.3800764988267753,132.73743016759778,4.1152
2.3355384268591175,133.74301675977654,4.1152
2.2988481926617004,134.74860335195532,4.1152
2.279892424509447,135.75418994413408,4.1152
2.2618175950069905,136.75977653631287,4.1152
2.2446063831146548,137.76536312849163,4.1152
2.2282410921102325,138.7709497206704,4.1152
2.2127037940477234,139.77653631284917,4.1152
2.19797645884548,140.78212290502793,4.1152
2.1840410673450186,141.78770949720672,4.1152
2.170879729979337,142.79329608938548,4.1152
2.1584747383206766,143.79888268156427,4.1152
2.1468086948575182,144.80446927374302,4.1152
2.1358645403594725,145.81005586592178,4.1152
2.1256256310053527,146.81564245810057,4.1152
2.1140505374640446,147.82122905027933,4.1152
2.1011512779325527,148.82681564245812,4.1152
2.0890896258855567,149.83240223463687,4.1152
2.0774091929504612,150.83798882681566,4.1152
2.066286293438649,151.84357541899442,4.1152
2.0560270294915943,152.84916201117318,4.1152
2.046613494700719,153.85474860335196,4.1152
2.03802822810477,154.86033519553072,4.1152
2.0302542916289883,155.8659217877095,4.1152
2.023275334002155,156.87150837988827,4.1152
2.017075645225894,157.87709497206706,4.1152
2.0116402018591737,158.88268156424581,4.1152
2.0069547038972937,159.8882681564246,4.1152
2.003005604842652,160.89385474860336,4.1152
1.9997801357943448,161.89944134078212,4.1152
1.997266324131787,162.9050279329609,4.1152
1.9954530089030276,163.91061452513966,4.1152
1.9920330333871477,164.91620111731845,4.1152
1.9865379786463526,165.9217877094972,4.1152
1.9814409078713904,166.927374301676,4.1152
1.9767516673939916,167.93296089385476,4.1152
1.9724792825798338,168.93854748603354,4.1152
1.9686319947835436,169.9441340782123,4.1152
1.9652173536677402,170.94972067039106,4.1152
1.9622422809368187,171.95530726256985,4.1152
1.9597131343239824,172.9608938547486,4.1152
1.9576357663001855,173.9664804469274,4.1152
1.9560155780461341,174.97206703910615,4.1152
1.9548575678317162,175.97765363128494,4.1152
1.9541663744659101,176.9832402234637,4.1152
1.9539463151908973,177.98882681564245,4.1152
1.9542014181531626,178.99441340782124,4.1152
1.9549354493627114,180.0,4.1152
-0.10527262282877001,0.0,5.144
-0.1616255414335355,1.005586592178771,5.144
-0.004272118018824191,2.011173184357542,5.144
-0.07731204080700299,3.016759776536313,5.144
0.3095463787278934,4.022346368715084,5.144
0.3661267305121315,5.027932960893855,5.144
0.417268256341168,6.033519553072626,5.144
0.46446448644403593,7.039106145251397,5.144
0.5309794342933583,8.044692737430168,5.144
0.6352245665750009,9.050279329608939,5.144
0.7294517242161296,10.05586592178771,5.144
0.8068517039402743,11.061452513966481,5.144
0.8792674934677784,12.067039106145252,5.144
0.9479542602149836,13.072625698324023,5.144
1.0133960079317268,14.078212290502794,5.144
1.0744125730888676,15.083798882681565,5.144
1.1314073609626847,16.089385474860336,5.144
1.1864046634574974,17.09497206703911,5.144
1.5231857098838228,18.100558659217878,5.144
1.792452483930429,19.106145251396647,5.144
2.0213862540734784,20.11173184357542,5.144
2.220184594940405,21.117318435754193,5.144
2.4073100175755684,22.122905027932962,5.144
2.568624371129269,23.12849162011173,5.144
2.7190860803443653,24.134078212290504,5.144
2.868201643138506,25.139664804469277,5.144
3.005624280752338,26.145251396648046,5.144
3.137559916163098,27.150837988826815,5.144
3.2694476134788175,28.156424581005588,5.144
3.3778387787663795,29.16201117318436,5.144
3.46393684755145,30.16759776536313,5.144
3.55022001811517,31.1731843575419,5.144
3.6373609337734187,32.17877094972067,5.144
3.7252495517727517,33.184357541899445,5.144
